Brand,Vehicle_Type,Title,Fuel Type,Gear,Price,Year,Location,Mileage,Listing_URL
Suzuki,Car,Suzuki Spacia Custom 2018 Car,Hybrid,Automatic,"Rs. 6,650,000",2018,Anuradapura,"140,300 km",https://riyasewana.com/buy/suzuki-spacia-custom-sale-anuradapura-12119796
Suzuki,Car,Suzuki Wagon R 2014 Car,Hybrid,Automatic,Negotiable,2014,Kalutara,"125,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-kalutara-12119791
Suzuki,Car,Suzuki Wagon R Custom Z 2026 Car,Hybrid,Automatic,Negotiable,2026,Nugegoda,"8,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-nugegoda-12119788
Toyota,Car,Toyota Aqua Urban 2014 Car,Hybrid,Automatic,"Rs. 8,850,000",2014,Hambantota,"149,000 km",https://riyasewana.com/buy/toyota-aqua-urban-sale-hambantota-12119758
Toyota,Car,Toyota Axio G Grade 2015 Car,Hybrid,Automatic,"Rs. 10,600,000",2015,Beruwala,"140,000 km",https://riyasewana.com/buy/toyota-axio-g-sale-beruwala-12119750
Suzuki,Car,Suzuki Wagon R Stingray 2018 Car,Hybrid,Automatic,"Rs. 7,275,000",2018,Kaduwela,"135,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-kaduwela-12119659
Honda,Car,Honda Fit GP5 2013 Car,Hybrid,Automatic,"Rs. 7,900,000",2013,Kuliyapitiya,"165,000 km",https://riyasewana.com/buy/honda-fit-gp5-sale-kuliyapitiya-12119634
Suzuki,Car,Suzuki Wagon R Stingray 2015 Car,Hybrid,Automatic,"Rs. 5,975,000",2015,Kaduwela,"112,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-kaduwela-12119582
Suzuki,Car,Suzuki Wagon R FX 2017 Car,Hybrid,Automatic,"Rs. 6,175,000",2017,Kiribathgoda,"118,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-kiribathgoda-12119553
Toyota,Car,Toyota Aqua X Urban 2017 Car,Hybrid,Automatic,Negotiable,2017,Kiribathgoda,"76,000 km",https://riyasewana.com/buy/toyota-aqua-x-sale-kiribathgoda-12119508
Toyota,Car,Toyota Prius 2011 Car,Hybrid,Automatic,"Rs. 8,975,000",2011,Kaduwela,"185,000 km",https://riyasewana.com/buy/toyota-prius-sale-kaduwela-12119504
Toyota,Car,Toyota Aqua 2013 Car,Hybrid,Automatic,"Rs. 6,975,000",2013,Mirigama,"144,000 km",https://riyasewana.com/buy/toyota-aqua-sale-mirigama-12119468
Toyota,Car,Toyota Prius 2013 Car,Hybrid,Automatic,"Rs. 10,650,000",2013,Kurunegala,"140,000 km",https://riyasewana.com/buy/toyota-prius-sale-kurunegala-12119455
Toyota,Car,Toyota Prius 2015 Car,Hybrid,Automatic,Negotiable,2015,Matara,"143,000 km",https://riyasewana.com/buy/toyota-prius-sale-matara-12119427
Toyota,Car,Toyota Aqua 2012 Car,Hybrid,Automatic,Negotiable,2012,Warakapola,"195,600 km",https://riyasewana.com/buy/toyota-aqua-sale-warakapola-12119374
Suzuki,Car,Suzuki Wagon R Stingray 2018 Car,Hybrid,Automatic,"Rs. 7,200,000",2018,Kandy,"85,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-kandy-12119359
Toyota,Car,Toyota Aqua 2012 Car,Hybrid,Automatic,"Rs. 7,150,000",2012,Kesbewa,"123,000 km",https://riyasewana.com/buy/toyota-aqua-sale-kesbewa-12119338
Honda,Car,Honda Fit 2012 Car,Hybrid,Automatic,"Rs. 6,275,000",2012,Kurunegala,"145,000 km",https://riyasewana.com/buy/honda-fit-sale-kurunegala-12119334
Honda,Car,Honda Fit GP1 Hybrid 2013 Car,Hybrid,Automatic,"Rs. 6,650,000",2013,Anuradapura,,https://riyasewana.com/buy/honda-fit-gp1-sale-anuradapura-12119327
Toyota,Car,Toyota Prius 20 2nd Gen 2007 Car,Hybrid,Automatic,Negotiable,2007,Kotte,"149,000 km",https://riyasewana.com/buy/toyota-prius-20-sale-kotte-12119228
Suzuki,Car,Suzuki Wagon R Stingray J Style 2016 Car,Hybrid,Automatic,"Rs. 5,800,000",2016,Wattegama,"139,560 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-wattegama-12119129
Suzuki,Car,Suzuki Alto 2018 Car,Hybrid,Automatic,"Rs. 5,750,008",2018,Maharagama,"82,900 km",https://riyasewana.com/buy/suzuki-alto-sale-maharagama-12119094
Honda,Car,Honda Insight 2013 Car,Hybrid,Automatic,"Rs. 7,950,000",2013,Dehiwala-Mt,"190,000 km",https://riyasewana.com/buy/honda-insight-sale-dehiwala-mount-lavinia-12119078
Nissan,Car,Nissan DAYZ HIGH WAY STAR 2024 Car,Hybrid,Automatic,Negotiable,2024,Panadura,"6,000 km",https://riyasewana.com/buy/nissan-dayz-high-sale-panadura-11600317
Toyota,Car,Toyota Aqua S Grade 2012 Car,Hybrid,Automatic,"Rs. 7,750,000",2012,Jaffna,"120,000 km",https://riyasewana.com/buy/toyota-aqua-s-sale-jaffna-12118944
Suzuki,Car,Suzuki Wagon R Stingray 2019 Car,Hybrid,Automatic,"Rs. 7,790,000",2019,Jaffna,"73,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-jaffna-12118932
Suzuki,Car,Suzuki Wagon R Stingray 2019 Car,Hybrid,Automatic,"Rs. 7,625,000",2019,Jaffna,"77,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-jaffna-12118923
Toyota,Car,Toyota Axio 2015 Car,Hybrid,Automatic,"Rs. 11,200,000",2015,Kelaniya,"140,000 km",https://riyasewana.com/buy/toyota-axio-sale-kelaniya-12118847
Suzuki,Car,Suzuki Wagon R 2014 Car,Hybrid,Automatic,"Rs. 5,800,000",2014,Kadawatha,50 km,https://riyasewana.com/buy/suzuki-wagon-r-sale-kadawatha-12118752
Toyota,Car,Toyota Prius 2012 Car,Hybrid,Automatic,"Rs. 8,900,000",2012,Gampaha,"141,000 km",https://riyasewana.com/buy/toyota-prius-sale-gampaha-12118717
Toyota,Car,Toyota AXIO 2013 Car,Hybrid,Automatic,"Rs. 8,850,000",2013,Kiribathgoda,"140,116 km",https://riyasewana.com/buy/toyota-axio-sale-kiribathgoda-12118687
Suzuki,Car,Suzuki Wagon R FZ 2018 Car,Hybrid,Automatic,"Rs. 6,250,000",2018,Nittambuwa,"147,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-nittambuwa-12118549
Honda,Car,Honda Fit Shuttle 2013 Car,Hybrid,Automatic,"Rs. 8,950,000",2013,Negombo,"122,888 km",https://riyasewana.com/buy/honda-fit-shuttle-sale-negombo-12118512
Toyota,Car,Toyota Prius 2009 Car,Hybrid,Automatic,"Rs. 9,000,000",2009,Dehiwala-Mt,"185,000 km",https://riyasewana.com/buy/toyota-prius-sale-dehiwala-mount-lavinia-12118440
Suzuki,Car,Suzuki Wagon R FX 2017 Car,Hybrid,Automatic,"Rs. 6,150,000",2017,Ja-Ela,"163,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-ja-ela-12118435
Honda,Car,Honda Grace Ex 2015 Car,Hybrid,Automatic,Negotiable,2015,Anuradapura,"128,400 km",https://riyasewana.com/buy/honda-grace-ex-sale-anuradapura-12118348
Toyota,Car,Toyota Aqua 2015 Car,Hybrid,Automatic,"Rs. 8,500,000",2015,Matara,"160,000 km",https://riyasewana.com/buy/toyota-aqua-sale-matara-12118321
Toyota,Car,Toyota Axio 2018 Car,Hybrid,Automatic,"Rs. 12,650,000",2018,Colombo,"70,000 km",https://riyasewana.com/buy/toyota-axio-sale-colombo-12118314
Suzuki,Car,Suzuki Swift Rs Hybrid 2018 Car,Hybrid,Automatic,"Rs. 8,150,000",2018,Balangoda,"111,991 km",https://riyasewana.com/buy/suzuki-swift-rs-sale-balangoda-12118184
Toyota,Car,Toyota Aqua G Grade 2014 Car,Hybrid,Automatic,"Rs. 7,650,000",2014,Kurunegala,"133,000 km",https://riyasewana.com/buy/toyota-aqua-g-sale-kurunegala-12118128
Suzuki,Car,Suzuki Wagon R 2016 Car,Hybrid,Automatic,Negotiable,2016,Kandy,"95,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-kandy-12118034
Toyota,Car,Toyota Prius 2008 Car,Hybrid,Automatic,"Rs. 6,750,000",2008,Matara,"118,533 km",https://riyasewana.com/buy/toyota-prius-sale-matara-12117934
Toyota,Car,Toyota Prius 2013 Car,Hybrid,Automatic,Negotiable,2013,Warakapola,"166,500 km",https://riyasewana.com/buy/toyota-prius-sale-warakapola-12117924
Suzuki,Car,Suzuki Wagon R Custom Z 2025 Car,Hybrid,Automatic,"Rs. 8,890,000",2025,Colombo,"4,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-colombo-12117784
Suzuki,Car,Suzuki Wagon R FX Safety 2017 Car,Hybrid,Automatic,"Rs. 6,375,000",2017,Maharagama,"96,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-maharagama-12117756
Mazda,Car,Mazda Flair 2024 Car,Hybrid,Automatic,"Rs. 8,750,000",2024,Matugama,"6,000 km",https://riyasewana.com/buy/mazda-flair-sale-matugama-12047745
Suzuki,Car,Suzuki Wagon R Custom Zx 2025 Car,Hybrid,Automatic,"Rs. 9,000,000",2025,Moneragala,"20,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-moneragala-12117614
Suzuki,Car,Suzuki Wagon R Stingray J Style 2014 Car,Hybrid,Automatic,"Rs. 6,075,000",2014,Kadawatha,"102,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-kadawatha-12117552
Toyota,Car,Toyota Aqua S Grade 2013 Car,Hybrid,Automatic,"Rs. 7,450,000",2013,Malabe,"179,000 km",https://riyasewana.com/buy/toyota-aqua-s-sale-malabe-12117471
BMW,Car,BMW 740Le 2018 Car,Hybrid,Automatic,"Rs. 39,500,000",2018,Colombo,"98,000 km",https://riyasewana.com/buy/bmw-740le-sale-colombo-12117467
Honda,Car,Honda Fit GP5 2014 Car,Hybrid,Automatic,"Rs. 8,095,000",2014,Malabe,"161,618 km",https://riyasewana.com/buy/honda-fit-gp5-sale-malabe-12117455
Toyota,Car,Toyota Prius 2011 Car,Hybrid,Automatic,Negotiable,2011,Homagama,"198,000 km",https://riyasewana.com/buy/toyota-prius-sale-homagama-12117450
Toyota,Car,Toyota Aqua 2014 Car,Hybrid,Automatic,"Rs. 7,850,000",2014,Anuradapura,"216,000 km",https://riyasewana.com/buy/toyota-aqua-sale-anuradapura-12117364
Suzuki,Car,Suzuki Wagon R FZ Safety 2014 Car,Hybrid,Automatic,"Rs. 5,775,000",2014,Colombo,"117,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-colombo-12117352
Toyota,Car,Toyota Prius 2013 Car,Hybrid,Automatic,Negotiable,2013,Colombo,"180,000 km",https://riyasewana.com/buy/toyota-prius-sale-colombo-12117328
Suzuki,Car,Suzuki WAGON R CUSTOM Z HYBRID 2023 Car,Hybrid,Automatic,Negotiable,2023,Nittambuwa,"22,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-nittambuwa-12081596
Toyota,Car,Toyota Axio WXB 2018 Car,Hybrid,Automatic,"Rs. 13,700,000",2018,Negombo,"107,000 km",https://riyasewana.com/buy/toyota-axio-wxb-sale-negombo-12117166
Toyota,Car,Toyota Aqua G 2013 Car,Hybrid,Automatic,"Rs. 7,700,000",2013,Ampara,"131,000 km",https://riyasewana.com/buy/toyota-aqua-g-sale-ampara-12117128
Toyota,Car,Toyota AXIO 2014 Car,Hybrid,Automatic,"Rs. 9,285,000",2014,Homagama,"138,600 km",https://riyasewana.com/buy/toyota-axio-sale-homagama-12117111
Honda,Car,Honda Civic FD3 Hybrid 2016 Car,Hybrid,Automatic,Negotiable,2016,Malabe,"154,000 km",https://riyasewana.com/buy/honda-civic-fd3-sale-malabe-12117075
Suzuki,Car,Suzuki Wagon R Stingray 2018 Car,Hybrid,Automatic,"Rs. 7,390,000",2018,Ratnapura,"93,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-ratnapura-12116981
Suzuki,Car,Suzuki Swift 2007 Car,Hybrid,Automatic,"Rs. 5,375,000",2007,Panadura,"175,000 km",https://riyasewana.com/buy/suzuki-swift-sale-panadura-12116949
Toyota,Car,Toyota Aqua S Limited 2013 Car,Hybrid,Automatic,"Rs. 7,290,000",2013,Panadura,"176,000 km",https://riyasewana.com/buy/toyota-aqua-s-sale-panadura-12116941
Suzuki,Car,Suzuki Wagon R 2026 Car,Hybrid,Automatic,"Rs. 8,800,000",2026,Marawila,"2,880 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-marawila-12116839
Suzuki,Car,Suzuki Wagon R FZ 2019 Car,Hybrid,Automatic,Negotiable,2019,Dambulla,"107,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-dambulla-12116822
Suzuki,Car,Suzuki Wagon R Stingray 2018 Car,Hybrid,Automatic,"Rs. 7,300,000",2018,Badulla,"68,500 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-badulla-12116719
Suzuki,Car,Suzuki Spacia Custom Xs 2023 Car,Hybrid,Automatic,"Rs. 10,050,000",2023,Kottawa,"10,000 km",https://riyasewana.com/buy/suzuki-spacia-custom-sale-kottawa-12116533
Nissan,Car,Nissan Dayz Highway Star ProPilot 2025 Car,Hybrid,Automatic,"Rs. 8,550,000",2025,Colombo,660 km,https://riyasewana.com/buy/nissan-dayz-highway-sale-colombo-12092580
Toyota,Car,Toyota Axio WXB 2017 Car,Hybrid,Automatic,"Rs. 12,300,000",2017,Katunayake,"138,000 km",https://riyasewana.com/buy/toyota-axio-wxb-sale-katunayake-12116471
Suzuki,Car,Suzuki Spacia 2024 Car,Hybrid,Automatic,"Rs. 9,250,000",2024,Kaduwela,"8,000 km",https://riyasewana.com/buy/suzuki-spacia-sale-kaduwela-12116468
Toyota,Car,Toyota Aqua 2012 Car,Hybrid,Automatic,"Rs. 7,475,000",2012,Matugama,"67,977 km",https://riyasewana.com/buy/toyota-aqua-sale-matugama-12116287
Suzuki,Car,Suzuki Hustler J Style 2017 Car,Hybrid,Automatic,"Rs. 6,250,000",2017,Pannipitiya,"65,000 km",https://riyasewana.com/buy/suzuki-hustler-j-sale-pannipitiya-12116286
Suzuki,Car,Suzuki Wagon R FZ Safety 2017 Car,Hybrid,Automatic,"Rs. 6,875,000",2017,Kadawatha,"130,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-kadawatha-12116198
Toyota,Car,Toyota Prius 2012 Car,Hybrid,Automatic,"Rs. 10,300,000",2012,Divulapitiya,"185,000 km",https://riyasewana.com/buy/toyota-prius-sale-divulapitiya-12116181
Toyota,Car,Toyota Aqua 2013 Car,Hybrid,Automatic,"Rs. 8,150,000",2013,Matugama,"152,000 km",https://riyasewana.com/buy/toyota-aqua-sale-matugama-12116174
Suzuki,Car,Suzuki Wagon R 2015 Car,Hybrid,Automatic,"Rs. 5,900,000",2015,Piliyandala,"111,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-piliyandala-12116144
Honda,Car,Honda FIT GP5 2015 Car,Hybrid,Automatic,"Rs. 7,680,000",2015,Kurunegala,"149,000 km",https://riyasewana.com/buy/honda-fit-gp5-sale-kurunegala-12116117
Honda,Car,Honda Fit GP5 2014 Car,Hybrid,Automatic,"Rs. 8,375,000",2014,Colombo,"158,000 km",https://riyasewana.com/buy/honda-fit-gp5-sale-colombo-12116104
Toyota,Car,Toyota Axio 2015 Car,Hybrid,Automatic,Negotiable,2015,Homagama,"147,000 km",https://riyasewana.com/buy/toyota-axio-sale-homagama-12116029
Toyota,Car,Toyota Prius 2013 Car,Hybrid,Automatic,Negotiable,2013,Puttalam,"178,000 km",https://riyasewana.com/buy/toyota-prius-sale-puttalam-12115971
Suzuki,Car,Suzuki Wagon R FX 2017 Car,Hybrid,Automatic,"Rs. 6,350,000",2017,Colombo,17 km,https://riyasewana.com/buy/suzuki-wagon-r-sale-colombo-12115831
Honda,Car,Honda Fit Gp1 2012 Car,Hybrid,Automatic,"Rs. 6,300,000",2012,Avissawella,"170,600 km",https://riyasewana.com/buy/honda-fit-gp1-sale-avissawella-12115766
Suzuki,Car,Suzuki Wagon R ZX 2024 Car,Hybrid,Automatic,"Rs. 8,375,000",2024,Colombo,"10,650 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-colombo-12112799
Honda,Car,Honda Fit Shuttle 2012 Car,Hybrid,Automatic,"Rs. 7,950,000",2012,Negombo,"198,000 km",https://riyasewana.com/buy/honda-fit-shuttle-sale-negombo-12115671
BMW,Car,BMW 740e 2018 Car,Hybrid,Automatic,"Rs. 29,500,000",2018,Colombo,"72,000 km",https://riyasewana.com/buy/bmw-740e-sale-colombo-12115612
Daihatsu,Car,Daihatsu TAFT G CHROME VENTURE 2026 Car,Hybrid,Automatic,"Rs. 7,850,000",2026,Mirigama,"26,000 km",https://riyasewana.com/buy/daihatsu-taft-g-sale-mirigama-12115574
Toyota,Car,Toyota Aqua 2015 Car,Hybrid,Automatic,"Rs. 8,675,000",2015,Kotikawatta,"73,000 km",https://riyasewana.com/buy/toyota-aqua-sale-kotikawatta-12115542
Toyota,Car,Toyota Aqua S Edition 30th Anniversary 2015 Car,Hybrid,Automatic,Negotiable,2015,Colombo,"125,000 km",https://riyasewana.com/buy/toyota-aqua-s-sale-colombo-11908788
Honda,Car,Honda Civic FD3 Japan 2012 Car,Hybrid,Automatic,Negotiable,2012,Nittambuwa,"107,000 km",https://riyasewana.com/buy/honda-civic-fd3-sale-nittambuwa-12115502
Suzuki,Car,Suzuki Spacia 2016 Car,Hybrid,Automatic,"Rs. 5,390,000",2016,Kiribathgoda,"170,000 km",https://riyasewana.com/buy/suzuki-spacia-sale-kiribathgoda-12115478
Honda,Car,Honda Fit Shuttle 2012 Car,Hybrid,Automatic,"Rs. 8,750,000",2012,Kegalle,"185,000 km",https://riyasewana.com/buy/honda-fit-shuttle-sale-kegalle-12102021
Toyota,Car,Toyota Prius 2014 Car,Hybrid,Automatic,Negotiable,2014,Piliyandala,"214,000 km",https://riyasewana.com/buy/toyota-prius-sale-piliyandala-12115419
Honda,Car,Honda Fit GP5 2015 Car,Hybrid,Automatic,"Rs. 8,890,000",2015,Mirigama,"97,758 km",https://riyasewana.com/buy/honda-fit-gp5-sale-mirigama-12115291
Honda,Car,Honda FIT GP5 S 2015 Car,Hybrid,Automatic,"Rs. 8,250,000",2015,Kandy,"155,000 km",https://riyasewana.com/buy/honda-fit-gp5-sale-kandy-12115276
Suzuki,Car,Suzuki Spacia 2015 Car,Hybrid,Automatic,"Rs. 5,975,000",2015,Dambulla,"132,500 km",https://riyasewana.com/buy/suzuki-spacia-sale-dambulla-12115274
Honda,Car,Honda Grace 2015 Car,Hybrid,Automatic,"Rs. 9,250,000",2015,Kandy,"105,000 km",https://riyasewana.com/buy/honda-grace-sale-kandy-12115179
Toyota,Car,Toyota Aqua 2014 Car,Hybrid,Automatic,"Rs. 8,500,000",2014,Colombo,"165,000 km",https://riyasewana.com/buy/toyota-aqua-sale-colombo-12115170
Suzuki,Car,Suzuki Wagon R Stingray 2017 Car,Hybrid,Automatic,"Rs. 7,000,000",2017,Gampaha,"180,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-gampaha-12115133
Honda,Car,Honda Fit GP5 2015 Car,Hybrid,Automatic,Negotiable,2015,Nittambuwa,"150,000 km",https://riyasewana.com/buy/honda-fit-gp5-sale-nittambuwa-12115126
Suzuki,Car,Suzuki Wagon R Stingray 2018 Car,Hybrid,Automatic,"Rs. 7,250,000",2018,Kurunegala,"79,500 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-kurunegala-12115104
Toyota,Car,Toyota Axio 2015 Car,Hybrid,Automatic,Negotiable,2015,Mirigama,"178,000 km",https://riyasewana.com/buy/toyota-axio-sale-mirigama-12102811
Suzuki,Car,Suzuki Wagon R 2017 Car,Hybrid,Automatic,Negotiable,2017,Nugegoda,"95,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-nugegoda-12114969
Honda,Car,Honda Insight ZE 2 2009 Car,Hybrid,Automatic,"Rs. 6,475,000",2009,Gampaha,"145,000 km",https://riyasewana.com/buy/honda-insight-ze-sale-gampaha-12114875
Daihatsu,Car,Daihatsu Mira L Limited 2024 Car,Hybrid,Automatic,"Rs. 6,725,000",2024,Warakapola,"6,000 km",https://riyasewana.com/buy/daihatsu-mira-l-sale-warakapola-12114866
Honda,Car,Honda Fit GP5 2015 Car,Hybrid,Automatic,"Rs. 8,190,000",2015,Nittambuwa,"132,000 km",https://riyasewana.com/buy/honda-fit-gp5-sale-nittambuwa-12114639
Suzuki,Car,Suzuki WAGON R FX SAFETY 2025 Car,Hybrid,Automatic,"Rs. 8,490,000",2025,Kaduwela,"20,200 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-kaduwela-12114587
Suzuki,Car,Suzuki Alto Japan 2017 Car,Hybrid,Automatic,"Rs. 5,575,000",2017,Matara,"84,000 km",https://riyasewana.com/buy/suzuki-alto-japan-sale-matara-12114533
Suzuki,Car,Suzuki Wagon R Stingray 2014 Car,Hybrid,Automatic,"Rs. 5,950,000",2014,Horana,"152,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-horana-12114459
Suzuki,Car,Suzuki Wagon R FZ 2018 Car,Hybrid,Automatic,"Rs. 6,790,000",2018,Matara,"110,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-matara-12114452
Honda,Car,Honda Grace Ex 2017 Car,Hybrid,Automatic,"Rs. 11,675,000",2017,Malabe,,https://riyasewana.com/buy/honda-grace-ex-sale-malabe-12114450
Honda,Car,Honda Grace Ex Pack 2017 Car,Hybrid,Automatic,"Rs. 11,850,000",2017,Colombo,"102,600 km",https://riyasewana.com/buy/honda-grace-ex-sale-colombo-12114438
Suzuki,Car,Suzuki Alto X 2025 Car,Hybrid,Automatic,Negotiable,2025,Nittambuwa,"1,700 km",https://riyasewana.com/buy/suzuki-alto-x-sale-nittambuwa-12114434
Suzuki,Car,Suzuki Wagon R Custom 2024 Car,Hybrid,Automatic,"Rs. 9,500,000",2024,Kurunegala,"1,558 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-kurunegala-12114385
Toyota,Car,Toyota Aqua 2013 Car,Hybrid,Automatic,"Rs. 7,900,000",2013,Embilipitiya,"170,000 km",https://riyasewana.com/buy/toyota-aqua-sale-embilipitiya-12114377
Toyota,Car,Toyota Axio WXB 2018 Car,Hybrid,Automatic,"Rs. 12,800,000",2018,Katunayake,"106,000 km",https://riyasewana.com/buy/toyota-axio-wxb-sale-katunayake-12088304
Toyota,Car,Toyota Axio WXB 2018 Car,Hybrid,Automatic,"Rs. 13,350,000",2018,Matara,"80,000 km",https://riyasewana.com/buy/toyota-axio-wxb-sale-matara-12114260
Suzuki,Car,Suzuki Hustler J Style 2025 Car,Hybrid,Automatic,Negotiable,2025,Gampaha,"9,850 km",https://riyasewana.com/buy/suzuki-hustler-j-sale-gampaha-12114245
Suzuki,Car,Suzuki Wagon R Stingray 2023 Car,Hybrid,Automatic,Negotiable,2023,Colombo,"22,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-colombo-12114224
Suzuki,Car,Suzuki Wagon R Stingray 2018 Car,Hybrid,Automatic,"Rs. 6,790,000",2018,Moneragala,"98,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-moneragala-12114085
Mitsubishi,Car,Mitsubishi EK Space G 2025 Car,Hybrid,Automatic,"Rs. 8,375,000",2025,Gampaha,254 km,https://riyasewana.com/buy/mitsubishi-ek-space-sale-gampaha-11701070
Toyota,Car,Toyota Aqua 2014 Car,Hybrid,Automatic,"Rs. 7,300,000",2014,Minuwangoda,"187,000 km",https://riyasewana.com/buy/toyota-aqua-sale-minuwangoda-12072674
Toyota,Car,Toyota AQUA S 2013 Car,Hybrid,Automatic,Negotiable,2013,Homagama,"160,000 km",https://riyasewana.com/buy/toyota-aqua-s-sale-homagama-12113904
Toyota,Car,Toyota Prius S Touring 2012 Car,Hybrid,Automatic,"Rs. 9,650,000",2012,Anuradapura,"185,000 km",https://riyasewana.com/buy/toyota-prius-s-sale-anuradapura-12040446
Toyota,Car,Toyota Aqua S Grade 2013 Car,Hybrid,Automatic,"Rs. 7,850,000",2013,Kurunegala,"146,000 km",https://riyasewana.com/buy/toyota-aqua-s-sale-kurunegala-12113799
Toyota,Car,Toyota Prius G Grade 2012 Car,Hybrid,Automatic,"Rs. 10,250,000",2012,Bandarawela,"206,000 km",https://riyasewana.com/buy/toyota-prius-g-sale-bandarawela-12113718
Mitsubishi,Car,Mitsubishi EK X Cross Turbo 2023 Car,Hybrid,Automatic,"Rs. 8,490,000",2023,Colombo,"11,000 km",https://riyasewana.com/buy/mitsubishi-ek-x-sale-colombo-12113586
Toyota,Car,Toyota Axio WXB 2017 Car,Hybrid,Automatic,"Rs. 12,700,000",2017,Ambalangoda,"102,000 km",https://riyasewana.com/buy/toyota-axio-wxb-sale-ambalangoda-12113554
Honda,Car,Honda GP1 10th Anniversary 2012 Car,Hybrid,Automatic,Negotiable,2012,Gampaha,"125,000 km",https://riyasewana.com/buy/honda-gp1-10th-sale-gampaha-12066858
Toyota,Car,Toyota Aqua Urban 2015 Car,Hybrid,Automatic,"Rs. 8,490,000",2015,Gampaha,"120,000 km",https://riyasewana.com/buy/toyota-aqua-urban-sale-gampaha-12066853
Honda,Car,Honda Fit GP5 S GRADE 2014 Car,Hybrid,Automatic,Negotiable,2014,Negombo,,https://riyasewana.com/buy/honda-fit-gp5-sale-negombo-12113357
Suzuki,Car,Suzuki Wagon R Stingray 2017 Car,Hybrid,Automatic,"Rs. 6,950,000",2017,Kurunegala,"108,500 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-kurunegala-12113238
Suzuki,Car,Suzuki Wagon R Custom ZX 2026 Car,Hybrid,Automatic,"Rs. 9,000,000",2026,Colombo,10 km,https://riyasewana.com/buy/suzuki-wagon-r-sale-colombo-11712499
Toyota,Car,Toyota Tank GS Custom 2017 Car,Hybrid,Automatic,Negotiable,2017,Wattala,"73,000 km",https://riyasewana.com/buy/toyota-tank-gs-sale-wattala-12113213
Suzuki,Car,Suzuki Wagon R FZ 2018 Car,Hybrid,Automatic,"Rs. 7,550,000",2018,Anuradapura,"120,000 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-anuradapura-12113196
Toyota,Car,Toyota Axio G Grade 2015 Car,Hybrid,Automatic,"Rs. 11,000,000",2015,Hanwella,"130,000 km",https://riyasewana.com/buy/toyota-axio-g-sale-hanwella-12113161
Suzuki,Car,Suzuki Wagon R Stingray 2017 Car,Hybrid,Automatic,"Rs. 7,095,000",2017,Galle,135 km,https://riyasewana.com/buy/suzuki-wagon-r-sale-galle-12113125
Toyota,Car,Toyota Aqua 2013 Car,Hybrid,Automatic,"Rs. 7,725,000",2013,Welimada,"123,000 km",https://riyasewana.com/buy/toyota-aqua-sale-welimada-12113094
Toyota,Car,Toyota Roomy 2024 Car,Hybrid,Automatic,"Rs. 9,900,000",2024,Dehiwala-Mt,"16,000 km",https://riyasewana.com/buy/toyota-roomy-sale-dehiwala-mount-lavinia-12113022
Suzuki,Car,Suzuki Wagon R FZ 2018 Car,Hybrid,Automatic,"Rs. 6,875,000",2018,Kurunegala,"94,632 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-kurunegala-12112947
Suzuki,Car,Suzuki Wagon R FXS Hybrid 2024 Car,Hybrid,Automatic,"Rs. 8,390,000",2024,Ja-Ela,"12,500 km",https://riyasewana.com/buy/suzuki-wagon-r-sale-ja-ela-12112903
